Catalog Number,Kind of Object,Scientific Name,Family,Phylum,Class,Order,Identified By,Date Identified,Current Identification,Other Identifications,Type Status,Type Citations,Kind of Voucher,Classification,Common Name,Collection Name,Specimen Count,Sex and Stage,Preparation Details (Preparation:Remarks),Station Number,Collector(s),Date Collected,Collection Method,Ocean,Sea/Gulf,Bay/Sound,Country,Province/State,District/County,City/Town,Precise Locality,Centroid Latitude,Centroid Longitude,Elevation (m),Expedition Name,Vessel,Cruise,River Basin,Microhabitat Description,Depth (m),Depth Notes,Geologic Age,Notes,Field Number(s),Other Numbers (Type : Value),Accession Number,Genetic Sample Type,Biorepository Number,Specimen Voucher Number,Bold ID,GenBank Numbers,Preservation Method,Embargo?,Depleted?,Record Last Modified,EZID
"USNM 1241337","Specimen/Lot","Eunicea sp.","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea sp. : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","Bunt, J.","","","North Atlantic Ocean","","","Bahamas","","","","Grand Bahama Island, off Lucaya Beach Hotel","","","","","","","","","15","","","Six speciments originally bagged together by collector (NMNH 1241336, 37, 38, 39, 40, 41). Degraded fragments of all specimens in bag with NMNH 1241336.","","","295887","","","","","","","","","22 Jul 2014 15:09:00","http://n2t.net/ark:/65665/3ee78c108-f6c4-41fa-b1e5-da342c5f3d04"
"USNM 1241343","Specimen/Lot","Eunicea sp.","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea sp. : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","Bunt, J.","","","North Atlantic Ocean","","","Bahamas","","","","Grand Bahama Island, off Lucaya Beach Hotel","","","","","","","","","15","","","Five speciments originally bagged together by collector (NMNH 1241342, 43, 44, 45, 46). Degraded fragments of all specimens in bag with NMNH 1241342.","","","295887","","","","","","","","","22 Jul 2014 15:10:00","http://n2t.net/ark:/65665/3f07caadf-bfe9-455a-af9e-330933e6fc87"
"USNM 1241344","Specimen/Lot","Eunicea sp.","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea sp. : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","Bunt, J.","","","North Atlantic Ocean","","","Bahamas","","","","Grand Bahama Island, off Lucaya Beach Hotel","","","","","","","","","15","","","Five speciments originally bagged together by collector (NMNH 1241342, 43, 44, 45, 46). Degraded fragments of all specimens in bag with NMNH 1241342.","","","295887","","","","","","","","","22 Jul 2014 15:10:00","http://n2t.net/ark:/65665/38ccfd206-2f56-4e3c-9135-32c63cf2337f"
"USNM 1241854","Specimen/Lot","Eunicea sp.","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea sp. : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","SJHK 58-21","Kumpf, H.","3 Dec 1958 (3. Dec. 1958)","","North Atlantic Ocean","Caribbean Sea","","Virgin Islands of the United States","","","","St. John Island, S.shore, Chocolate Hole","","","","","","","","","","","","","","","295887","","","","","","","","","22 Jul 2014 15:10:00","http://n2t.net/ark:/65665/3e7ead931-fb34-44cb-9ca3-6f2c64921af2"
"USNM 1241872","Specimen/Lot","Eunicea sp.","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea sp. : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","","","","North Atlantic Ocean","Caribbean Sea","","Mexico","Quintana Roo","","","Cozumel Island, Puerto Morelos, fore reef","","","","","","","","","15","","","collector's notes: ""Colony tall (1 m.),laterally dichotomous branching.""","","","366107","","","","","","","","","14 May 2014 15:56:00","http://n2t.net/ark:/65665/3fc196248-2ce6-48e3-9db5-75c65337c5ba"
"USNM 1241893","Specimen/Lot","Eunicea sp.","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea sp. : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","B-49","Palmer, E.","","","North Atlantic Ocean","Gulf of Mexico","","United States","Florida","","","","","","","","","","","","","","","","","","","","","","","","","","","14 May 2014 15:56:00","http://n2t.net/ark:/65665/314d9a1ca-6953-40ee-94ea-d63e1e6ce427"
"USNM 1241911","Specimen/Lot","Eunicea sp.","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea sp. : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","VI","Goreau, T. F.","Oct 1961","","North Atlantic Ocean","Caribbean Sea","","Jamaica","","","","East Palisades","","","","","","","","","30","","","","","","","","","","","","","","","14 May 2014 15:56:00","http://n2t.net/ark:/65665/315cc0522-d4c3-4dbc-a765-cb538d1615c3"
"USNM 1241913","Specimen/Lot","Eunicea sp.","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea sp. : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","Goreau, T. F.","Oct 1961","","North Atlantic Ocean","Caribbean Sea","","Jamaica","","","","East Palisades","","","","","","","","","36","","","","","","","","","","","","","","","14 May 2014 15:56:00","http://n2t.net/ark:/65665/38a42178f-947f-4a1d-9294-5f1b7fba121e"
"USNM 1241914","Specimen/Lot","Eunicea sp.","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea sp. : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","Goreau, T. F.","Oct 1961","","North Atlantic Ocean","Caribbean Sea","","Jamaica","","","","East Palisades","","","","","","","","","36","","","","","","","","","","","","","","","14 May 2014 15:56:00","http://n2t.net/ark:/65665/34df7edbe-29ba-49c4-a9a9-278b70d1cc1e"
"USNM 1244567","Specimen/Lot","Eunicea sp.","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea sp. : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","Roos, P. J.","1961","","North Atlantic Ocean","Caribbean Sea","","Netherlands Antilles","","","","Curacao, Piscadera Bay","","","","","","","","","10","","","","","","238877","","","","","","","","","22 Jul 2014 15:16:00","http://n2t.net/ark:/65665/3fa564f36-3fab-47c0-8bc8-efdad9d6b50f"
"USNM 1244570","Specimen/Lot","Eunicea sp.","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea sp. : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","Roos, P. J.","1961","","North Atlantic Ocean","Caribbean Sea","","Netherlands Antilles","","","","Curacao, W Piscadera Bay","","","","","","","","","3 to 6","","","","","","238877","","","","","","","","","22 Jul 2014 15:16:00","http://n2t.net/ark:/65665/3773cc2fc-9a1f-4225-8237-b5a7516f65c6"
"USNM 1244576","Specimen/Lot","Eunicea sp.","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea sp. : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","Roos, P. J.","1961","","North Atlantic Ocean","Caribbean Sea","","Netherlands Antilles","","","","Curacao, Piscadera Bay","","","","","","","","","30 to 40","","","","","","238877","","","","","","","","","22 Jul 2014 15:17:00","http://n2t.net/ark:/65665/339a6b67c-9383-4d5b-8920-9f494f57166d"
"USNM 1244580","Specimen/Lot","Eunicea sp.","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea sp. : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","Roos, P. J.","1961","","North Atlantic Ocean","Caribbean Sea","","Netherlands Antilles","","","","Curacao, Piscadera Bay","","","","","","","","","20 to 30","","","","","","238877","","","","","","","","","22 Jul 2014 15:17:00","http://n2t.net/ark:/65665/3119b8a63-f81d-4b1f-9b92-3777c4621af5"
"USNM 1244583","Specimen/Lot","Eunicea sp.","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea sp. : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","Roos, P. J.","1961","","North Atlantic Ocean","Caribbean Sea","","Netherlands Antilles","","","","Curacao, Piscadera Bay","","","","","","","","","20 to 30","","","","","","238877","","","","","","","","","22 Jul 2014 15:17:00","http://n2t.net/ark:/65665/39c5d8c9a-c288-4795-bf9d-4ddd5c1be275"
"USNM 1244790","Specimen/Lot","Eunicea sp.","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea sp. : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","Roos, P. J.","1961","","North Atlantic Ocean","Caribbean Sea","","Netherlands Antilles","","","","Curacao, lagoon","","","","","","","","","6 to 8","","","","","","238877","","","","","","","","","22 Jul 2014 15:17:00","http://n2t.net/ark:/65665/3b90078d2-a811-4581-8a9b-7a55fb6cf383"
"USNM 1244808","Specimen/Lot","Eunicea sp.","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea sp. : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","Roos, P. J.","1961","","North Atlantic Ocean","Caribbean Sea","","Netherlands Antilles","","","","Curacao, lagoon","","","","","","","","","6 to 8","","","","","","238877","","","","","","","","","22 Jul 2014 15:18:00","http://n2t.net/ark:/65665/39dc451c1-6fb1-49b2-bc62-a26ddcae2e65"
"USNM 1244885","Specimen/Lot","Eunicea sp.","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea sp. : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","Roos, P. J.","1961","","North Atlantic Ocean","Caribbean Sea","","Netherlands Antilles","","","","Curacao, lagoon","","","","","","","","","6 to 8","","","","","","238877","","","","","","","","","22 Jul 2014 15:18:00","http://n2t.net/ark:/65665/3bcb6d5d2-e6d8-4840-9839-51c54c621a4f"
"USNM 1244887","Specimen/Lot","Eunicea sp.","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea sp. : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","Roos, P. J.","1961","","North Atlantic Ocean","Caribbean Sea","","Netherlands Antilles","","","","Curacao, lagoon","","","","","","","","","6 to 8","","","","","","238877","","","","","","","","","22 Jul 2014 15:18:00","http://n2t.net/ark:/65665/363908b6c-66f0-4b99-ac27-983c433cb9ed"
"USNM 1248666","Specimen/Lot","Eunicea sp.","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea sp. : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","Universidad Nacional Autonoma Mexico","15 Aug 1964 to 16 Aug 1964","","North Atlantic Ocean","Caribbean Sea","","Venezuela","","","","La Blanquilla, lado occidental de arrecife (Western side of reef)","","","","","","","","","","","","","","collector number : 90 Bis","","","","","","","","","","22 Jul 2014 15:03:00","http://n2t.net/ark:/65665/36863f464-a459-46b3-a4fb-d9c187926bf1"
"USNM 1248668","Specimen/Lot","Eunicea sp.","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea sp. : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","Universidad Nacional Autonoma Mexico","15 Aug 1964 to 16 Aug 1964","","North Atlantic Ocean","Caribbean Sea","","Venezuela","","","","La Blanquilla, lado occidental de arrecife (Western side of reef)","","","","","","","","","","","","","","collector number : 93 Bis","","","","","","","","","","22 Jul 2014 15:04:00","http://n2t.net/ark:/65665/3a11601be-5fed-48e9-a85b-b13b806cb961"
"USNM 1248672","Specimen/Lot","Eunicea sp.","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea sp. : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","Universidad Nacional Autonoma Mexico","15 Aug 1964 to 16 Aug 1964","","North Atlantic Ocean","Caribbean Sea","","Venezuela","","","","La Blanquilla, lado occidental de arrecife (Western side of reef)","","","","","","","","","","","","","","collector number : 100 Bis","","","","","","","","","","22 Jul 2014 15:04:00","http://n2t.net/ark:/65665/377f505f0-64af-487d-8798-a890e8a251f3"
"USNM 1248673","Specimen/Lot","Eunicea sp.","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea sp. : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","Universidad Nacional Autonoma Mexico","15 Aug 1964 to 16 Aug 1964","","North Atlantic Ocean","Caribbean Sea","","Venezuela","","","","La Blanquilla, lado occidental de arrecife (Western side of reef)","","","","","","","","","","","","","","collector number : 103 Bis","","","","","","","","","","22 Jul 2014 15:04:00","http://n2t.net/ark:/65665/3eba69cb3-1a7f-42a3-838c-16ddaad4c7fc"
"USNM 1248674","Specimen/Lot","Eunicea sp.","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea sp. : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","Universidad Nacional Autonoma Mexico","15 Aug 1964 to 16 Aug 1964","","North Atlantic Ocean","Caribbean Sea","","Venezuela","","","","La Blanquilla, lado occidental de arrecife (Western side of reef)","","","","","","","","","","","","","","collector number : 104 Bis","","","","","","","","","","22 Jul 2014 15:04:00","http://n2t.net/ark:/65665/35eeac1b4-e948-4115-b3ed-e17c10d38203"
"USNM 1248675","Specimen/Lot","Eunicea sp.","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea sp. : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","Universidad Nacional Autonoma Mexico","15 Aug 1964 to 16 Aug 1964","","North Atlantic Ocean","Caribbean Sea","","Venezuela","","","","La Blanquilla, lado occidental de arrecife (Western side of reef)","","","","","","","","","","","","","","collector number : 106 Bis","","","","","","","","","","22 Jul 2014 15:05:00","http://n2t.net/ark:/65665/3f77f69a1-0325-41c8-a874-3e83dd6e96e4"
"USNM 1249770","Specimen/Lot","Eunicea sp.","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea sp. : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","16.03.72.02","Van'T Hof, T.","16 Mar 1972","","North Atlantic Ocean","Caribbean Sea","","Netherlands Antilles","","","","Curacao","","","","","","","","","","","","","","","","","","","","","","","","01 Aug 2014 19:23:00","http://n2t.net/ark:/65665/3088f0ae3-2d4b-4e9d-b6eb-9e3aa2fdc183"
"USNM 1249771","Specimen/Lot","Eunicea sp.","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea sp. : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","16.03.72.02","Van'T Hof, T.","16 Mar 1972","","North Atlantic Ocean","Caribbean Sea","","Netherlands Antilles","","","","Curacao","","","","","","","","","","","","","","","","","","","","","","","","01 Aug 2014 19:23:00","http://n2t.net/ark:/65665/34c094550-4358-4efc-af0a-e7da012fb16f"
"USNM 1249777","Specimen/Lot","Eunicea sp.","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea sp. : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","16.03.72.18","Van'T Hof, T.","16 Mar 1972","","North Atlantic Ocean","Caribbean Sea","","Netherlands Antilles","","","","Curacao","","","","","","","","","","","","","","","","","","","","","","","","01 Aug 2014 19:23:00","http://n2t.net/ark:/65665/3d4e5941b-202a-4c96-a72a-c4ae50ef26d6"
"USNM 1249778","Specimen/Lot","Eunicea sp.","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea sp. : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","16.03.72.18","Van'T Hof, T.","16 Mar 1972","","North Atlantic Ocean","Caribbean Sea","","Netherlands Antilles","","","","Curacao","","","","","","","","","","","","","","","","","","","","","","","","01 Aug 2014 19:23:00","http://n2t.net/ark:/65665/391594238-ea32-4bbc-bbb8-8fddb693de89"
"USNM 1249779","Specimen/Lot","Eunicea sp.","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea sp. : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","10.03.72.05","Van'T Hof, T.","10 Mar 1972","","North Atlantic Ocean","Caribbean Sea","","Netherlands Antilles","","","","Curacao","","","","","","","","","","","","","","","","","","","","","","","","01 Aug 2014 19:23:00","http://n2t.net/ark:/65665/3fe26a1fb-e118-4a3d-b7bc-2547d70975c7"
"USNM 1249785","Specimen/Lot","Eunicea sp.","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea sp. : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","24.03.72.03","Van'T Hof, T.","24 Mar 1972","","North Atlantic Ocean","Caribbean Sea","","Netherlands Antilles","","","","Curacao","","","","","","","","","","","","","","","","","","","","","","","","01 Aug 2014 19:23:00","http://n2t.net/ark:/65665/3ac06b767-fbeb-43e0-8226-b521f491727d"
"USNM 1249787","Specimen/Lot","Eunicea sp.","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea sp. : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","24.03.72.23","Van'T Hof, T.","24 Mar 1972","","North Atlantic Ocean","Caribbean Sea","","Netherlands Antilles","","","","Curacao","","","","","","","","","","","","","","","","","","","","","","","","01 Aug 2014 19:23:00","http://n2t.net/ark:/65665/37b976091-2e64-4bfe-92d5-27d2745619ba"
"USNM 1249943","Specimen/Lot","Eunicea sp.","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea sp. : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","","","","North Atlantic Ocean","Caribbean Sea","","Nicaragua","","","","Cayos Miskitos","","","","","","","","","","","","","","collector number : #3","416971","","","","","","","","","01 Aug 2014 19:23:00","http://n2t.net/ark:/65665/3b60501aa-5a02-4959-8b35-896137caa6ef"
"USNM 1249949","Specimen/Lot","Eunicea sp.","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea sp. : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","","","","North Atlantic Ocean","Caribbean Sea","","Nicaragua","","","","Cayos Miskitos","","","","","","","","","","","","","","collector number : #10","416971","","","","","","","","","01 Aug 2014 19:23:00","http://n2t.net/ark:/65665/31a5330ab-6c3b-40aa-818a-229bb280af2b"
